"full_text","tokens","processed_text","label"
"timforsenate pendidikan ubtil mengajarkan anak anak bagaimana berpikir daripada apa yang harus dipikirkan dengan pendidikan berbasis hasil yang ditarik dari bolshevik rusia dan nazikedua faksi menggunakan sistem yang sama dengan yang kami miliki sejak tahun 70 an tetapi orang orang akan tetap berpendapat bahwa mereka bukan dua topeng","['timforsenate', 'pendidikan', 'ubtil', 'mengajarkan', 'anak', 'anak', 'berpikir', 'dipikirkan', 'pendidikan', 'basis', 'hasil', 'ditarik', 'bolshevik', 'rusia', 'nazikedua', 'faksi', 'sistem', 'miliki', '70', 'an', 'orang', 'orang', 'berpendapat', 'topeng']","timforsenate pendidikan ubtil mengajarkan anak anak berpikir dipikirkan pendidikan basis hasil ditarik bolshevik rusia nazikedua faksi sistem miliki 70 an orang orang berpendapat topeng","positif"
"posting ulang inimengapa departemen pendidikan dijamin gagalidentikalitas edcation adalah ide yang mengerikanini didasarkan pada penyebut umum terendah sebagai hasil yang diinginkanpendidikan harus menjadi tantangan bagi setiap siswa dan tidak berbasis pada siswa terburuk","['posting', 'ulang', 'inimengapa', 'departemen', 'pendidikan', 'dijamin', 'gagalidentikalitas', 'edcation', 'ide', 'mengerikanini', 'didasarkan', 'penyebut', 'terendah', 'hasil', 'diinginkanpendidikan', 'tantangan', 'siswa', 'basis', 'siswa', 'terburuk']","posting ulang inimengapa departemen pendidikan dijamin gagalidentikalitas edcation ide mengerikanini didasarkan penyebut terendah hasil diinginkanpendidikan tantangan siswa basis siswa terburuk","negatif"
"kevinkileyca memulai homeschooling anak anak saya ketika calif calif memeluk pendidikan berbasis hasilkeputusan terbaik yang pernah kami buat","['kevinkileyca', 'homeschooling', 'anak', 'anak', 'calif', 'calif', 'memeluk', 'pendidikan', 'basis', 'hasilkeputusan', 'terbaik']","kevinkileyca homeschooling anak anak calif calif memeluk pendidikan basis hasilkeputusan terbaik","positif"
"elonmusk ini adalah film dokumenter yang berbicara tentang bagaimana pendidikan umum dan pendidikan berbasis hasil merusak pendidikan amerikasayangnya film dokumenter ini telah sepenuhnya digosok dari semua algoritma namun saya adalah salah satu dari orang orang dengan salinannya yang tersisa","['elonmusk', 'film', 'dokumenter', 'bicara', 'pendidikan', 'pendidikan', 'basis', 'hasil', 'merusak', 'pendidikan', 'amerikasayangnya', 'film', 'dokumenter', 'sepenuhnya', 'digosok', 'algoritma', 'salah', 'orang', 'orang', 'salinannya', 'tersisa']","elonmusk film dokumenter bicara pendidikan pendidikan basis hasil merusak pendidikan amerikasayangnya film dokumenter sepenuhnya digosok algoritma salah orang orang salinannya tersisa","negatif"
"bklyngirl42 saya memberi tahu anda pendidikan berbasis hasil tidak akan berakhir dengan baik","['bklyngirl42', 'pendidikan', 'basis', 'hasil']","bklyngirl42 pendidikan basis hasil","negatif"
"nbcla siapa yang membangunnyaberdasarkan pedoman apaapakah anda memberikan kontrak untuk membangunnya kembali ke penawar yang paling memenuhi syarat atau terendahakankah sekolah sekolah baru ini fokus pada pendidikan akademik atau kesetaraan sosial ekonomi dan akademik","['nbcla', 'membangunnyaberdasarkan', 'pedoman', 'apaapakah', 'kontrak', 'membangunnya', 'penawar', 'memenuhi', 'syarat', 'terendahakankah', 'sekolah', 'sekolah', 'fokus', 'pendidikan', 'akademik', 'kesetaraan', 'sosial', 'ekonomi', 'akademik']","nbcla membangunnyaberdasarkan pedoman apaapakah kontrak membangunnya penawar memenuhi syarat terendahakankah sekolah sekolah fokus pendidikan akademik kesetaraan sosial ekonomi akademik","negatif"
"fontwegoo aku700 jojofromjerz fyi anda salahdoe menentukan persyaratan tertentu dan mereka membantu serikat guru di benteng mereka di sekolah umumpada tahun 90 detik doe menentukan kepada negara negara bahwa mereka akan diminta untuk meluncurkan metode pendidikan berbasis hasilsaya duduk di a","['fontwegoo', 'aku700', 'jojofromjerz', 'fyi', 'salahdoe', 'menentukan', 'persyaratan', 'membantu', 'serikat', 'guru', 'benteng', 'sekolah', 'umumpada', '90', 'detik', 'doe', 'menentukan', 'negara', 'negara', 'meluncurkan', 'metode', 'pendidikan', 'basis', 'hasilsaya', 'duduk', 'a']","fontwegoo aku700 jojofromjerz fyi salahdoe menentukan persyaratan membantu serikat guru benteng sekolah umumpada 90 detik doe menentukan negara negara meluncurkan metode pendidikan basis hasilsaya duduk a","netral"
"tema penelitian proofing masa depan dan memberikan pendidikan berbasis hasil pertemuan ai ethics ampinovasi program ini akan menyatukan para pakar industri dan pemimpin akademik untuk mengeksplorasi persimpangan etika kecerdasan buatan dan inovasi dalam pendidikan","['tema', 'penelitian', 'proofing', 'pendidikan', 'basis', 'hasil', 'pertemuan', 'ai', 'ethic', 'ampinovasi', 'program', 'menyatukan', 'pakar', 'industri', 'pemimpin', 'akademik', 'mengeksplorasi', 'persimpangan', 'etika', 'kecerdasan', 'buatan', 'inovasi', 'pendidikan']","tema penelitian proofing pendidikan basis hasil pertemuan ai ethic ampinovasi program menyatukan pakar industri pemimpin akademik mengeksplorasi persimpangan etika kecerdasan buatan inovasi pendidikan","positif"
"therabbithole84 edhenry hasil sebenarnya dari pendidikan berbasis hasil adalah manajemen menengah","['therabbithole84', 'edhenry', 'hasil', 'pendidikan', 'basis', 'hasil', 'manajemen', 'menengah']","therabbithole84 edhenry hasil pendidikan basis hasil manajemen menengah","netral"
"bergabunglah dengan kami untuk kursus 1 minggu tentang pendidikan berbasis hasil yang akan diselenggarakan oleh emgt dept dari 1721 feb25 fakultas amp yang terpisahanggota staf dapat mengajukan permohonan di nitttrchd outcomebaseducation obe educationexcellence studentlearningoutcomes highereducation","['bergabunglah', 'kursus', '1', 'minggu', 'pendidikan', 'basis', 'hasil', 'diselenggarakan', 'emgt', 'dept', '1721', 'feb25', 'fakultas', 'amp', 'terpisahanggota', 'staf', 'mengajukan', 'permohonan', 'nitttrchd', 'outcomebaseducation', 'obe', 'educationexcellence', 'studentlearningoutcomes', 'highereducation']","bergabunglah kursus 1 minggu pendidikan basis hasil diselenggarakan emgt dept 1721 feb25 fakultas amp terpisahanggota staf mengajukan permohonan nitttrchd outcomebaseducation obe educationexcellence studentlearningoutcomes highereducation","positif"
"cooliekiwi helenat57230672 dylanhuhu nzmagamike kea101 brutalnz joetrinder actparty salahfaktanya dalam pendidikan pedagogi berdasarkan ideologi māori tidak hanya meningkatkan hasil untuk māori tetapi juga meningkatkan hasil untuk semuasama dengan kesehatansemakin anda meningkatkan hasil semakin sedikit biaya untuk menjadi ambulans di bagian bawah tebingmengapa begitu rasis","['cooliekiwi', 'helenat57230672', 'dylanhuhu', 'nzmagamike', 'kea101', 'brutalnz', 'joetrinder', 'actparty', 'salahfaktanya', 'pendidikan', 'pedagogi', 'berdasarkan', 'ideologi', 'māori', 'meningkatkan', 'hasil', 'māori', 'meningkatkan', 'hasil', 'semuasama', 'kesehatansemakin', 'meningkatkan', 'hasil', 'biaya', 'ambulans', 'tebingmengapa', 'rasis']","cooliekiwi helenat57230672 dylanhuhu nzmagamike kea101 brutalnz joetrinder actparty salahfaktanya pendidikan pedagogi berdasarkan ideologi māori meningkatkan hasil māori meningkatkan hasil semuasama kesehatansemakin meningkatkan hasil biaya ambulans tebingmengapa rasis","negatif"
"elonmusk education menurun setelah sistem prestasi yang mempromosikan keunggulan dan kecerdasan dihapus dan diganti dengan pendidikan berbasis hasilseperti dalam dei mereka menghargai bagian bawah alih alih bagian atas dan memberikan piala kepada semua orang yang membunuh insentif","['elonmusk', 'education', 'menurun', 'sistem', 'prestasi', 'mempromosikan', 'keunggulan', 'kecerdasan', 'dihapus', 'diganti', 'pendidikan', 'basis', 'hasilseperti', 'dei', 'menghargai', 'alih', 'alih', 'piala', 'orang', 'membunuh', 'insentif']","elonmusk education menurun sistem prestasi mempromosikan keunggulan kecerdasan dihapus diganti pendidikan basis hasilseperti dei menghargai alih alih piala orang membunuh insentif","negatif"
"elonmusk meskipun ada peningkatan pengeluaran oleh departemen pendidikan sejak 1980 hasil pendidikan belum membaikuntuk memperbaikinya kita harus fokus pada reformasi dan akuntabilitas berbasis pengeluaran yang efisien","['elonmusk', 'peningkatan', 'pengeluaran', 'departemen', 'pendidikan', '1980', 'hasil', 'pendidikan', 'membaikuntuk', 'memperbaikinya', 'fokus', 'reformasi', 'akuntabilitas', 'basis', 'pengeluaran', 'efisien']","elonmusk peningkatan pengeluaran departemen pendidikan 1980 hasil pendidikan membaikuntuk memperbaikinya fokus reformasi akuntabilitas basis pengeluaran efisien","negatif"
"mediaslies benshapiro oh tapi ini dia mendapatkannya untuk menjalankan satu satunya profesi di dunia yang tidak memiliki standar kinerja berbasis hasildia takut karena ketika pendidikan diubah menjadi profesional sejati untuk semua yang mempraktikkannya mereka tidak akan membutuhkannya","['mediaslies', 'benshapiro', 'oh', 'mendapatkannya', 'menjalankan', 'satunya', 'profesi', 'dunia', 'memiliki', 'standar', 'kinerja', 'basis', 'hasildia', 'takut', 'pendidikan', 'diubah', 'profesional', 'sejati', 'mempraktikkannya', 'membutuhkannya']","mediaslies benshapiro oh mendapatkannya menjalankan satunya profesi dunia memiliki standar kinerja basis hasildia takut pendidikan diubah profesional sejati mempraktikkannya membutuhkannya","negatif"
"catturd2 wtfharus pendidikan berbasis hasil","['catturd2', 'wtfharus', 'pendidikan', 'basis', 'hasil']","catturd2 wtfharus pendidikan basis hasil","netral"
"vivekgramaswamy pastikan bahwa setiap guru memiliki distribusi yang sama dari honors kids flugglers pembelajar bahasa inggris sped dll jika tidak anda membandingkan hasil berdasarkan kemampuan siswa bukan efektivitas guruinilah sebabnya mengapa pendidikan berbasis hasil tidak pernah berhasil","['vivekgramaswamy', 'pastikan', 'guru', 'memiliki', 'distribusi', 'honor', 'kid', 'flugglers', 'pembelajar', 'bahasa', 'inggris', 'sped', 'dll', 'membandingkan', 'hasil', 'berdasarkan', 'kemampuan', 'siswa', 'efektivitas', 'guruinilah', 'pendidikan', 'basis', 'hasil', 'berhasil']","vivekgramaswamy pastikan guru memiliki distribusi honor kid flugglers pembelajar bahasa inggris sped dll membandingkan hasil berdasarkan kemampuan siswa efektivitas guruinilah pendidikan basis hasil berhasil","negatif"
"pendidikan dan pelatihan berbasis kompetensi cbet adalah metodologi yang berfokus pada pengembangan keterampilan khusus yang penting untuk berbagai peran pekerjaanaspek aspek utamanya meliputi outcome yang berfokus pada memprioritaskan kemampuan peserta didik sikap pengetahuan keterampilan daripada durasi pelatihanfleksibel","['pendidikan', 'pelatihan', 'basis', 'kompetensi', 'cbet', 'metodologi', 'berfokus', 'pengembangan', 'keterampilan', 'khusus', 'peran', 'pekerjaanaspek', 'aspek', 'utamanya', 'meliputi', 'outcome', 'berfokus', 'memprioritaskan', 'kemampuan', 'peserta', 'didik', 'sikap', 'tahu', 'keterampilan', 'durasi', 'pelatihanfleksibel']","pendidikan pelatihan basis kompetensi cbet metodologi berfokus pengembangan keterampilan khusus peran pekerjaanaspek aspek utamanya meliputi outcome berfokus memprioritaskan kemampuan peserta didik sikap tahu keterampilan durasi pelatihanfleksibel","positif"
"di bawah naungan sel penjaminan kualitas internal iqac universitas mangalayatan seri kuliah tentang pendidikan berbasis hasil diorganisasikanuntuk detail lebih lanjut kunjungi lectureseries outcomebaseducation bestuniversity mangalayatanuniversity","['naungan', 'sel', 'penjaminan', 'kualitas', 'internal', 'iqac', 'universitas', 'mangalayatan', 'seri', 'kuliah', 'pendidikan', 'basis', 'hasil', 'diorganisasikanuntuk', 'detail', 'kunjungi', 'lectureseries', 'outcomebaseducation', 'bestuniversity', 'mangalayatanuniversity']","naungan sel penjaminan kualitas internal iqac universitas mangalayatan seri kuliah pendidikan basis hasil diorganisasikanuntuk detail kunjungi lectureseries outcomebaseducation bestuniversity mangalayatanuniversity","netral"
"rekomendasi praktik terbaik untuk nyeri muskuloskeletal layar yang berpusat pada pasien untuk bendera merah pencitraan penilaian psikologis hanya jika diindikasikan pemeriksaan fisikneuro monitor pendidikan pasien mempromosikan latihan berbasis bukti berbasis bukti","['rekomendasi', 'praktik', 'terbaik', 'nyeri', 'muskuloskeletal', 'layar', 'berpusat', 'pasien', 'bendera', 'merah', 'pencitraan', 'penilaian', 'psikologis', 'diindikasikan', 'pemeriksaan', 'fisikneuro', 'monitor', 'pendidikan', 'pasien', 'mempromosikan', 'latihan', 'basis', 'bukti', 'basis', 'bukti']","rekomendasi praktik terbaik nyeri muskuloskeletal layar berpusat pasien bendera merah pencitraan penilaian psikologis diindikasikan pemeriksaan fisikneuro monitor pendidikan pasien mempromosikan latihan basis bukti basis bukti","netral"
"hanya ujung gunung es ada berbagai contoh di mana akreditasi dan peringkat dipertanyakan karena parameter yang diujipendidikan berbasis hasil menghasilkan akreditasi ini tetapi apa hasilnya","['ujung', 'gunung', 'e', 'contoh', 'akreditasi', 'peringkat', 'parameter', 'diujipendidikan', 'basis', 'hasil', 'menghasilkan', 'akreditasi', 'hasilnya']","ujung gunung e contoh akreditasi peringkat parameter diujipendidikan basis hasil menghasilkan akreditasi hasilnya","negatif"
"ini tidak mengherankan mengingat pendidikan berbasis hasil adalah kerangka kerja yang digunakan untuk mengajar anak anakperpustakaan sekolah sekarang disebut ruang pembuat di mana siswa bermain game untuk mendapatkan soft skill yang disponsori oleh legos foundation untuk memanen data anak untuk tujuan ai","['mengherankan', 'pendidikan', 'basis', 'hasil', 'kerangka', 'kerja', 'ajar', 'anak', 'anakperpustakaan', 'sekolah', 'ruang', 'pembuat', 'siswa', 'bermain', 'game', 'soft', 'skill', 'disponsori', 'lego', 'foundation', 'memanen', 'data', 'anak', 'tujuan', 'ai']","mengherankan pendidikan basis hasil kerangka kerja ajar anak anakperpustakaan sekolah ruang pembuat siswa bermain game soft skill disponsori lego foundation memanen data anak tujuan ai","negatif"
"flackospalace sepertinya seluruh alasan kita berada di kekacauan ini adalah karena agamameskipun koreksi berlebihan mungkin tampak seperti hasil yang menakutkan yang membuat keputusan berbasis agama yang kosong dari politik publik dan sistem pendidikan sekarang lebih penting daripada sebelumnya","['flackospalace', 'alasan', 'kekacauan', 'agamameskipun', 'koreksi', 'hasil', 'menakutkan', 'keputusan', 'basis', 'agama', 'kosong', 'politik', 'publik', 'sistem', 'pendidikan']","flackospalace alasan kekacauan agamameskipun koreksi hasil menakutkan keputusan basis agama kosong politik publik sistem pendidikan","negatif"
"theoneamit sekarang ketika pendidikan didasarkan pada hasil tingkat kerja kami telah turunironi itu sendiri","['theoneamit', 'pendidikan', 'didasarkan', 'hasil', 'tingkat', 'kerja', 'turunironi']","theoneamit pendidikan didasarkan hasil tingkat kerja turunironi","negatif"
"kami telah beralih dari hasil berbasis pendidikan ke pendidikan berbasis hasil","['beralih', 'hasil', 'basis', 'pendidikan', 'pendidikan', 'basis', 'hasil']","beralih hasil basis pendidikan pendidikan basis hasil","netral"
"mdbreathe pendidikan dan kedokteran bisnis semuanya beroperasi pada mentalitas daftar periksasemua dirancang sehingga robot dapat melakukannyasaya ingat saat pertama kali mulai bekerjaitu berbasis hasilselama itu bukan tidak bermoral ilegal atau tidak etis dan anda mendapatkan hasil yang baik semuanya baik baik saja","['mdbreathe', 'pendidikan', 'kedokteran', 'bisnis', 'beroperasi', 'mentalitas', 'daftar', 'periksasemua', 'dirancang', 'robot', 'melakukannyasaya', 'kali', 'bekerjaitu', 'basis', 'hasilselama', 'bermoral', 'ilegal', 'etis', 'hasil']","mdbreathe pendidikan kedokteran bisnis beroperasi mentalitas daftar periksasemua dirancang robot melakukannyasaya kali bekerjaitu basis hasilselama bermoral ilegal etis hasil","negatif"
"tuckercnews ya juga hillary untuk kerusakan yang telah dia lakukan pada pendidikan anak anak kitapendidikan berbasis hasilsaya melihat hasilnya","['tuckercnews', 'ya', 'hillary', 'kerusakan', 'lakukan', 'pendidikan', 'anak', 'anak', 'kitapendidikan', 'basis', 'hasilsaya', 'hasilnya']","tuckercnews ya hillary kerusakan lakukan pendidikan anak anak kitapendidikan basis hasilsaya hasilnya","negatif"
"kathy4truth jackposobiec dimulai di sekolah ketika pendidikan berbasis hasil dimulaimereka mulai mengajar ke bawah bukan atasmereka membunuh sistem prestasimereka mengubah nama menjadi common core ketika orang tua mengeluh dan terus mengajar ke bawahsemua orang mendapat trofi partisipasi","['kathy4truth', 'jackposobiec', 'sekolah', 'pendidikan', 'basis', 'hasil', 'dimulaimereka', 'ajar', 'atasmereka', 'membunuh', 'sistem', 'prestasimereka', 'mengubah', 'nama', 'common', 'core', 'orang', 'tua', 'mengeluh', 'ajar', 'bawahsemua', 'orang', 'trofi', 'partisipasi']","kathy4truth jackposobiec sekolah pendidikan basis hasil dimulaimereka ajar atasmereka membunuh sistem prestasimereka mengubah nama common core orang tua mengeluh ajar bawahsemua orang trofi partisipasi","negatif"
